arch_str,acc-cifar10,acc-cifar100,acc-ImageNet,flops-cifar10,flops-cifar100,flops-ImageNet
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,89.27599999511717,67.21999998372395,40.266666551378044,51.03681,51.04265999999999,12.76684
|nor_conv_3x3~0|+|none~0|none~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,91.01199998657228,70.26999999389648,44.466666529337566,113.95137,113.95722,28.49548
|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,87.00799999145508,65.04999997558593,37.11666664632162,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,89.04999999755859,69.04000000610351,41.033333196004236,54.96897,54.97482,13.74988
|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,90.49599998291015,69.85999995727539,42.69999995930989,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,67.77799998291016,39.41000002441406,18.116666674296063,43.17249,43.17834,10.80076
|none~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,78.17999998291015,50.929999975585936,21.366666610717772,7.78305,7.7889,1.9534
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,89.37999999511719,69.10999992675781,40.85000002034505,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,90.68799998291016,69.7599999206543,44.01666661580404,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,88.1999999987793,66.69999998779298,38.24999998474121,51.03681,51.04266,12.76684
|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,71.69599998413085,44.389999972534184,16.149999997456867,7.78305,7.7889,1.9534
|nor_conv_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,89.5520000024414,68.83999996948242,40.41666672770182,113.95137,113.95722,28.49548
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,76.5080000024414,49.75000000915527,21.499999944051105,43.17249,43.17834,10.80076
|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,86.89200001342773,64.73999998779297,35.8499999516805,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,82.60800001342773,59.25999995727539,26.666666613260908,19.57953,19.58538,4.90252
|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,87.7240000024414,65.60000001831054,38.23333334350586,15.64737,15.65322,3.91948
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,78.40666664876302,50.18666662394205,21.499999961005315,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,86.78399999877931,67.36999999389649,36.883333236694334,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,88.10399999633789,66.8499999633789,37.61666658528646,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|,87.1899999975586,65.52999999084473,37.199999926249184,78.56193,78.56778,19.64812
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,90.25399998657227,69.75000001525879,44.916666559855145,86.42625,86.4321,21.6142
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,90.52666665364582,69.12666667480468,42.38888879733616,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,89.06600000366211,68.35000004882812,41.06666658020019,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|none~2|,88.77399999389648,66.84999997253418,38.566666625976566,78.56193,78.56778,19.64812
|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,89.16999999023437,67.68000000610351,41.53333334859212,82.49409,82.49994,20.63116
|none~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,90.39799998779297,69.38999993286133,42.19999990844727,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,85.2346666796875,62.999999957275385,33.555555541992184,15.64737,15.65322,3.91948
|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,86.02000000976562,63.91999999084473,35.366666580200196,82.49409,82.49994,20.63116
|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,86.52999999389648,64.56000000610351,35.21666660563151,19.57953,19.58538,4.90252
|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|none~2|,84.38400000366211,58.3099999786377,29.44999999491374,47.10465,47.1105,11.7838
|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,87.04666667317709,63.75333333333333,34.544444385104704,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,88.36199999511719,67.77999996948242,39.599999872843426,82.49409,82.49994,20.63116
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,87.92800000976563,66.65000001525878,38.33333319091797,54.96897,54.97482,13.74988
|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,84.34199999389648,60.439999945068365,32.24999997456868,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|nor_conv_1x1~2|,87.72200001098633,62.109999978637696,36.699999938964844,54.96897,54.97482,13.74988
|none~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,84.4059999963379,57.639999966430665,29.699999913533528,7.78305,7.7889,1.9534
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,85.3160000024414,62.94999997253418,34.14999993387858,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,89.35399999755859,68.48999997558593,40.83333317565918,90.35841,90.36426,22.59724
|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,87.44999999145509,65.74999992675781,38.5166667175293,78.56193,78.56778,19.64812
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|none~2|,88.73733332682292,66.63333335164388,38.88888882446289,51.03681,51.04265999999999,12.76684
|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,89.23399999511719,69.51999997558593,39.59999984232584,113.95137,113.95722,28.49548
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,89.07999998942057,67.89333331502279,40.75555550469292,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|none~2|,72.04999999511719,47.919999966430666,16.466666659037273,11.71521,11.72106,2.93644
|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,83.18200001708985,57.029999960327146,31.549999923706054,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,85.86666666585286,62.83333327840169,35.28888891940647,15.64737,15.65322,3.91948
|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,89.40133332926432,67.09999998982748,40.077777672661675,43.17249,43.17834,10.800760000000002
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,85.96800000976562,62.52000003255208,35.04444434441461,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_1x1~1|none~2|,84.78800000651042,57.433333302815754,26.944444415622286,15.64737,15.65322,3.91948
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,83.71466667561849,61.53999998372396,32.04444439358181,15.64737,15.65322,3.91948
|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,71.52266666748046,46.86666667277018,16.511111073811847,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,83.90666665283203,59.513333310953776,33.76666661919488,78.56193,78.56778,19.64812
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,87.4253333219401,64.91999996744791,37.655555470784506,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,86.61466667073567,65.41333333740234,36.86666660902235,19.57953,19.58538,4.90252
|avg_pool_3x3~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,80.21199998046875,57.1199999613444,17.43333330959744,43.17249,43.17834,10.800760000000002
|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,83.67599998942057,57.4266666381836,30.02222215440538,11.71521,11.72106,2.9364399999999997
|none~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,84.5479999983724,57.993333300781245,29.377777704874674,11.71521,11.72106,2.9364399999999997
|none~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,87.77066667399089,65.34666663411458,37.188888865153,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,82.06666666341147,55.26666662801107,29.91111105516222,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,88.91599999104818,67.8799999633789,40.87777774386936,82.49409,82.49994,20.63116
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,88.98799999267578,67.80666666463217,40.41111105346679,54.96896999999999,54.97482,13.74988
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|skip_connect~1|skip_connect~2|,89.02799999511718,68.45333330891928,42.022222205268015,51.03681,51.04265999999999,12.76684
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,89.0853333170573,67.66666668904622,40.877777686225045,86.42625,86.4321,21.6142
|none~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,87.41066666910807,64.4866666341146,33.699999955919054,51.03681,51.04265999999999,12.76684
|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|none~1|skip_connect~2|,83.15733332275391,57.04666663411459,27.08888883972168,43.17249,43.17834,10.800760000000002
|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,89.51466666341146,68.87333327229817,42.81111108737522,121.81569,121.82153999999998,30.461560000000002
|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,76.49866666015625,49.093333312988285,20.94444440290663,11.71521,11.72106,2.9364399999999997
|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,83.2319999991862,59.146666668701165,29.033333289252386,43.17249,43.17834,10.800760000000002
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,89.09733334228515,68.30000000000001,33.72222218492296,117.88353,117.88938,29.47852
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,82.51466665690104,59.61999996337891,29.511111068725587,11.71521,11.72106,2.9364399999999997
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,86.87466667561849,63.95333333740234,37.45555553181966,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,84.75599999674479,61.273333315022775,29.666666625976564,43.17249,43.17834,10.800760000000002
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,87.81599998616537,65.88666664835613,36.411111056857635,82.49409,82.49994,20.63116
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.89866665690103,69.18000002848306,44.4888888414171,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,88.37466666666666,67.18666664428711,38.7555554945204,113.95137,113.95722,28.49548
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,90.99599998291016,71.02666667073568,44.96666663953993,82.49409,82.49994,20.63116
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|avg_pool_3x3~2|,88.27733333007814,65.55999998168944,36.58888885158962,43.17249,43.17834,10.800760000000002
|none~0|+|none~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,9.712000000712077,0.9999999994913736,0.8333333322736952,11.71521,11.72106,2.9364399999999997
|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,87.92266666341146,66.09999997558594,39.15555550469293,51.03681,51.04265999999999,12.76684
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,82.23599997477213,56.06666661173502,28.677777694702147,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,51.46000000488281,28.293333310953773,12.03333331044515,7.78305,7.788900000000001,1.9534
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,84.59600000244141,61.03999999389649,30.355555558946396,47.10465,47.1105,11.7838
|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.53733333658856,67.90666667277019,38.19999991183811,113.95137,113.95722,28.49548
|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,87.0519999975586,65.36666666870117,38.17777768622505,19.57953,19.58538,4.90252
|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|skip_connect~1|skip_connect~2|,87.61200000651041,64.75999998779297,37.411111080593535,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,87.21200000406901,66.11999998575845,37.499999966091586,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.27599999755859,67.5333332845052,37.37777776082357,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,87.75466666503907,67.04666666666667,38.57777778116862,82.49409,82.49994,20.63116
|none~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|avg_pool_3x3~1|none~2|,9.712000000712077,0.9999999997456869,0.8333333324856228,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,83.88000000569662,60.43333329671224,34.20000002882216,47.10465,47.1105,11.7838
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,89.32799999755859,67.14666668904623,41.14444438680013,78.56193,78.56778,19.64812
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,69.20266666097005,38.35999999287923,18.177777765909827,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.59466666015624,65.90666669311524,38.011111063639326,78.56193,78.56778,19.64812
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,90.08533333170573,70.53999996744791,44.833333265516494,121.81569,121.82153999999998,30.461560000000002
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,90.25866665527344,69.95333331298828,43.97777771674262,82.49409,82.49994,20.63116
|none~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,87.67066666666666,65.21333332519532,36.26666663784451,43.17249,43.17834,10.800760000000002
|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|,87.58666666666666,66.77999996337891,37.66666658867731,47.10465,47.1105,11.7838
|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,89.71333332356771,69.10666659342448,42.599999945746525,51.03681,51.04265999999999,12.76684
|none~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,86.93866665608725,64.2733332397461,34.288888832939996,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|none~0|none~1|+|none~0|skip_connect~1|none~2|,71.77333333496092,46.69999995320638,16.28888885243734,7.78305,7.788900000000001,1.9534
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,86.95066665608722,64.46666665649414,37.01111104668511,82.49409,82.49994,20.63116
|none~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,88.68133333007813,67.06666668497722,38.733333238389754,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,84.52800000569661,61.69999996337891,30.76666664123535,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|,87.59866666503906,66.57999993082683,37.74444436984592,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,88.02533332763672,67.2399999572754,40.266666666666666,54.96896999999999,54.97482,13.74988
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,86.4533333243815,63.45999997151693,36.53333329942492,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,86.91999999430338,63.77333330485026,33.47777771674262,47.10465,47.1105,11.7838
|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,84.79999998779297,61.519999951171876,30.299999959309897,113.95137,113.95722,28.49548
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,84.58933333658855,62.43333329874674,31.988888861762153,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,87.47866665771484,66.37333329060873,37.34444439019097,19.57953,19.58538,4.90252
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.66666665771486,69.8133332804362,38.71111111111111,149.34081,149.34666,37.34284
|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,88.1719999991862,66.48000001831055,38.54444439358181,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.7559999951172,69.09999997151692,43.177777750651046,54.96896999999999,54.97482,13.74988
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.37599999267577,69.6266665974935,43.6444444647895,86.42625,86.4321,21.6142
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,84.67066666585288,61.66000000610351,30.5777776828342,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,90.0373333219401,70.87999993896484,44.91111098225912,90.35841,90.36426,22.59724
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,89.12933332031248,69.1866666748047,43.63333323160808,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,87.15999999593099,64.64000001017253,36.32222223917643,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|none~1|nor_conv_1x1~2|,84.8186666780599,56.85333331705729,16.588888854980468,15.64737,15.65322,3.91948
|none~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,71.75466666097005,47.02666665039063,16.444444443596733,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,76.75333331461589,49.7133333211263,21.32222216627333,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,85.57599998535154,63.20666666666667,36.23333327568901,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.83333333251953,69.30666671142579,43.333333309597435,86.42625,86.4321,21.6142
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,86.0266666788737,64.94666666056315,37.84444436984592,113.95137,113.95722,28.49548
|skip_connect~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,89.23599999348959,67.55333330485026,40.466666609022354,51.03681,51.04265999999999,12.76684
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,82.26799998209636,59.506666658528644,27.599999950832792,78.56193,78.56778,19.64812
|skip_connect~0|+|none~0|none~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,89.22133332682291,67.0399999633789,39.65555544365777,43.17249,43.17834,10.800760000000002
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,88.39466665283203,67.79333331502278,39.277777737087675,117.88353,117.88938,29.47852
|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,85.97866666341145,61.866666615804036,32.83333326382107,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,79.48400000651041,56.95333331095378,17.77777775149875,47.10465,47.1105,11.7838
|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,87.18666665934245,64.07333331298828,34.03333321465386,78.56193,78.56778,19.64812
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,85.8239999983724,62.09333329264323,32.82222221374512,19.57953,19.58538,4.90252
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.5359999951172,67.61333333740235,40.81111104668511,78.56193,78.56778,19.64812
|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,89.53999998372397,69.27333334147136,43.56666657172309,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,81.98266665852864,53.76666661376953,27.49999998135037,11.71521,11.72106,2.9364399999999997
